8000 193776
550 6111 2.964808
550 6442 3.854634
550 6786 1.759627
550 7155 7.428394
550 7268 2.167752
550 7966 3.289519
551 72 1.227397
551 113 6.444040
551 118 7.161737
551 136 4.771147
551 175 5.690084
551 186 7.879362
551 188 8.755276
551 195 4.746648
551 213 6.921490
551 219 3.127546
551 224 7.398547
551 232 4.087006
551 241 3.260080
551 279 5.992081
551 292 1.951608
551 314 3.358048
551 316 5.291039
551 357 2.736475
551 368 4.431363
551 385 4.387099
551 400 6.947023
551 404 2.272163
551 416 8.908258
551 426 3.845105
551 441 5.210176
551 443 8.045466
551 444 5.662561
551 452 2.877636
551 458 6.922575
551 464 8.363139
551 470 3.203874
551 471 1.824946
551 478 9.283283
551 479 5.900210
551 480 8.078950
551 499 5.971492
551 501 2.760416
551 502 2.483496
551 504 5.053622
551 512 4.959864
551 516 1.230595
551 520 4.084704
551 523 6.590756
551 526 7.738954
551 528 6.461088
551 530 3.687607
551 539 4.750796
551 550 9.703002
551 552 6.451014
551 553 4.037497
551 554 9.461504
551 559 8.293024
551 564 2.807154
551 566 8.413396
551 570 3.662637
551 575 9.997079
551 576 4.355942
551 581 4.179275
551 588 5.047963
551 613 2.261751
551 620 8.078835
551 621 6.287395
551 625 1.317332
551 636 3.238229
551 645 4.826902
551 656 2.897639
551 672 1.473740
551 679 2.219786
551 684 5.708644
551 694 7.440241
551 740 6.460629
551 744 1.830429
551 745 2.798379
551 752 3.324914
551 753 5.172535
551 756 4.793282
551 780 2.327531
551 794 3.784033
551 798 4.779765
551 805 1.977515
551 807 8.366824
551 811 4.831646
551 815 7.140982
551 850 9.098722
551 851 8.870123
551 907 8.840894
551 946 4.882992
551 1034 4.960238
551 1176 6.743343
551 1207 4.605304
551 1245 1.021642
551 1422 8.323546
551 1438 3.168253
551 1461 1.041664
551 1464 1.937368
551 1476 8.579340
551 1485 7.084909
551 1538 6.008685
551 1637 1.563046
551 1665 2.295966
551 1696 4.049651
551 1991 7.687925
551 2001 6.319711
551 2435 7.038657
551 2570 6.289181
551 2592 2.900474
551 2593 5.800652
551 2594 6.440140
551 2595 9.182913
551 2613 7.726567
551 2669 7.302962
551 2922 2.881082
551 2935 5.900131
551 2936 4.329852
551 2947 8.306260
551 2953 4.153264
551 2956 9.176544
551 2977 2.959797
551 3208 3.845225
551 3218 5.248486
551 3233 1.364707
551 3348 8.447746
551 3427 2.005625
551 3448 2.025073
551 3513 2.724459
551 3535 3.665333
551 3682 4.418791
551 3776 8.209589
551 3791 4.443150
551 3792 8.395214
551 3915 8.741759
551 4027 9.975398
551 4056 4.750184
551 4057 8.543681
551 4126 3.224622
551 4142 2.271495
551 4195 5.027597
551 4206 8.497122
551 4490 8.620211
551 4539 6.164139
551 4540 3.606379
551 4616 7.745764
551 4676 5.873160
551 4681 8.249380
551 4692 5.431156
551 4704 7.052504
551 5148 8.431171
551 5149 9.126951
551 5156 5.665438
551 5157 7.468948
551 5224 5.283641
551 5260 6.126446
551 5331 1.011280
551 5398 2.021239
551 5406 2.692868
551 5464 1.536088
551 5467 7.088558
551 5490 8.435998
551 5494 4.685590
551 5500 8.691268
551 5625 9.643134
551 5761 7.152632
551 5779 3.597273
551 5876 7.333527
551 6783 4.321958
551 7168 1.764350
551 7188 2.062801
551 7281 9.591372
551 7291 2.316586
551 7295 9.830656
551 7324 1.799853
551 7340 9.372675
551 7356 8.955433
551 7640 7.443800
551 7641 1.521782
551 7662 6.406003
551 7668 7.593981
551 7700 2.723113
551 7706 2.529273
551 7728 8.483993
551 7732 2.011049
551 7733 6.831145
551 7736 4.626212
551 7775 5.502643
551 7776 5.724268
551 7794 7.796766
551 7802 6.153383
551 7815 8.726731
551 7938 7.662054
552 186 9.395914
552 187 8.109584
552 188 3.071685
552 452 9.476575
552 470 6.280391
552 478 3.130662
552 479 9.437681
552 480 6.509174
552 509 9.251967
552 520 2.819655
552 528 5.430269
552 530 3.005195
552 539 6.794096
552 550 6.498968
552 551 2.042739
552 553 3.334168
552 554 1.118737
552 576 1.066629
552 653 9.287239
552 799 8.954147
552 853 1.764018
552 1623 2.004705
552 1824 6.642504
552 1864 9.267283
552 5110 6.696399
552 5467 1.885710
553 188 3.870751
553 470 8.332843
553 486 7.638672
553 523 9.057563
553 550 8.217207
553 551 3.145878
553 552 5.016724
553 554 1.792817
553 579 1.743386
553 613 8.946896
553 1365 3.797091
553 2055 3.026939
553 2058 8.444850
553 2559 9.372649
553 4103 4.323850
553 4104 6.265512
553 4379 7.715445
553 4392 5.339653
553 4396 3.562488
553 7640 4.027137
553 7651 2.567429
554 136 3.191804
554 188 5.107237
554 195 5.700590
554 232 2.180242
554 292 5.713042
554 300 4.811923
554 308 9.621213
554 314 7.443336
554 343 3.678059
554 346 9.566558
554 372 1.461249
554 391 1.431145
554 416 4.103250
554 426 7.119962
554 444 3.906106
554 452 5.846984
554 458 9.486262
554 470 5.418992
554 471 5.753731
554 473 2.973364
554 478 8.549266
554 504 7.068860
554 506 6.447991
554 508 7.848922
554 509 3.472649
554 510 9.484327
554 512 8.337697
554 515 4.236472
554 516 5.323408
554 520 7.462119
554 521 5.369309
554 523 1.721637
554 526 6.554607
554 527 9.926710
554 528 9.504640
554 529 5.755663
554 530 2.984928
554 532 3.589903
554 538 6.979549
554 539 5.781698
554 550 2.609169
554 551 4.409196
554 552 1.933132
554 553 4.556759
554 559 4.181268
554 564 4.036683
554 566 8.436272
554 575 2.542912
554 576 4.000885
554 579 7.717901
554 588 4.382895
554 593 4.347185
554 612 9.618974
554 613 4.704527
554 621 7.697270
554 624 6.100175
554 635 1.264987
554 636 3.253094
554 645 5.199892
554 664 7.606448
554 672 6.154079
554 680 8.509195
554 682 1.614791
554 704 9.094102
554 797 1.021801
554 808 8.156479
554 818 9.452630
554 890 9.789186
554 907 9.500952
554 926 6.985846
554 1171 7.723335
554 1185 2.438917
554 1297 8.356749
554 1330 9.989075
554 1422 2.924133
554 1430 5.301695
554 1458 9.974018
554 1464 4.249595
554 1595 8.280267
554 1629 2.346140
554 1645 2.454468
554 1653 8.502515
554 1763 5.608369
554 1824 3.531862
554 2045 3.209394
554 2262 9.751351
554 2525 7.927692
554 2564 2.727414
554 2570 4.798984
554 2654 3.921229
554 2667 2.660986
554 2669 7.207381
554 2946 1.440162
554 2947 5.083927
554 3032 3.581749
554 3057 2.721504
554 3200 7.892597
554 3448 8.546216
554 3604 1.375409
554 3896 3.512754
554 3915 5.871226
554 3975 1.874317
554 4027 4.766647
554 4056 5.328882
554 4126 2.728935
554 4131 1.953060
554 4227 5.631346
554 4544 3.311901
554 4737 2.382853
554 5051 3.960690
554 5148 7.983004
554 5167 2.585819
554 5233 6.534842
554 5287 3.683006
554 5398 9.716879
554 5415 1.014403
554 5726 3.066245
554 5833 4.469502
554 5843 5.056560
554 5853 3.115533
554 5881 1.486324
554 5926 5.752221
554 6033 4.489384
554 6176 6.054789
554 6255 7.230680
554 6570 8.980618
554 6681 6.671577
554 6786 7.286355
554 6800 2.293038
554 6896 4.200625
554 7013 9.384556
554 7140 9.216708
554 7237 4.563757
554 7636 9.190335
554 7637 9.931448
554 7638 2.658147
554 7640 1.620076
554 7649 8.186505
554 7651 8.162235
554 7653 8.854013
554 7656 3.260244
554 7662 1.007186
554 7668 2.597889
554 7673 1.485449
554 7680 7.477646
554 7683 6.039658
554 7684 7.200972
554 7688 1.530557
554 7689 5.484430
554 7692 7.926288
554 7700 3.025913
554 7739 1.760738
554 7776 2.229031
554 7795 5.405011
554 7810 3.824918
554 7836 4.892057
554 7855 9.326816
554 7856 5.371070
554 7857 3.789390
554 7858 6.992129
554 7859 7.512946
554 7959 8.102216
555 136 6.378099
555 188 1.657808
555 195 3.031341
555 241 6.051972
555 265 4.557441
555 292 8.076273
555 299 7.033123
555 326 1.075449
555 343 9.950616
555 353 7.439879
555 416 7.773141
555 458 1.613323
555 471 6.267144
555 478 7.898343
555 490 8.258396
555 556 7.594621
555 602 4.972552
555 658 7.594909
555 700 3.201253
555 798 1.724823
555 816 7.215392
555 1129 8.415627
555 1247 7.904743
555 1368 8.703058
555 1401 1.724576
555 1455 9.310388
555 1691 1.763026
555 1764 7.571634
555 1820 5.655042
555 1870 1.209226
555 2608 9.673135
555 4128 3.373158
555 4524 4.777495
555 5286 2.016930
555 7141 8.263496
555 7144 6.574822
555 7308 1.813242
555 7775 3.944949
556 72 3.246822
556 76 7.256344
556 95 4.869266
556 134 7.264203
556 136 1.858848
556 175 7.594284
556 188 8.726390
556 195 2.589875
556 228 1.666141
556 241 9.704372
556 265 1.850004
556 292 7.918383
556 343 6.842924
556 367 1.328629
556 400 9.606798
556 441 2.183533
556 444 2.627280
556 446 9.558763
556 448 2.257908
556 454 8.162482
556 458 2.305492
556 471 5.405048
556 477 7.032949
556 478 1.089694
556 479 5.458698
556 480 4.464165
556 488 3.941391
556 498 3.266244
556 516 9.639240
556 520 6.567858
556 522 9.974936
556 542 8.416567
556 545 6.114508
556 549 1.766920
556 550 1.356491
556 555 7.766556
556 560 1.600123
556 562 1.400252
556 563 4.248819
556 572 7.618470
556 573 2.174760
556 587 6.532114
556 588 2.253903
556 591 3.072082
556 596 7.395476
556 602 8.357293
556 603 2.981064
556 606 7.766532
556 611 6.972786
556 628 3.550081
556 638 1.030476
556 652 7.942015
556 653 3.206788
556 664 3.921664
556 672 1.736426
556 681 8.892910
556 684 6.461107
556 688 1.449738
556 700 8.592147
556 706 6.870666
556 711 9.861193
556 734 4.210329
556 768 3.672252
556 769 7.063356
556 798 6.432789
556 813 6.132594
556 815 4.110334
556 816 7.103800
556 823 6.504353
556 852 5.735311
556 1050 8.047584
556 1076 1.814381
556 1077 4.908609
556 1133 1.482611
556 1139 6.156844
556 1236 4.971901
556 1247 6.965980
556 1301 7.312037
556 1306 5.483993
556 1326 9.123316
556 1329 2.461359
556 1354 1.331680
556 1387 5.114862
556 1390 9.448927
556 1394 9.466445
556 1455 3.573671
556 1498 8.749170
556 1528 1.539194
556 1558 9.317552
556 1588 3.702568
556 1602 4.172944
556 1614 5.950835
556 1742 8.677436
556 1752 2.959214
556 1753 8.456856
556 1777 8.369146
556 1817 6.474959
556 1823 3.062563
556 1824 7.102573
556 1831 6.052534
556 1835 3.509534
556 1983 3.524721
556 2092 2.439904
556 2651 2.144424
556 2774 3.531976
556 2922 4.321991
556 2987 9.847383
556 3098 1.948446
556 3120 8.395959
556 3143 4.133281
556 3151 1.066225
556 3233 2.783609
556 4119 8.838648
556 5223 1.532432
556 5276 5.095922
556 5327 4.798523
556 5614 8.400548
556 5903 4.003646
556 5919 6.365330
556 6068 1.731891
556 6653 7.398910
556 7123 7.387241
556 7130 6.803898
556 7268 2.914563
556 7320 2.675680
556 7458 6.479847
556 7631 9.191729
557 72 9.245728
557 140 2.369050
557 145 3.868219
557 177 8.770406
557 188 7.591849
557 215 4.296378
557 241 7.177758
557 243 2.801336
557 255 3.554009
557 292 7.375229
557 299 1.713141
557 315 3.975917
557 345 6.305898
557 355 2.931402
557 398 8.727861
557 416 9.203671
557 451 1.900304
557 461 3.566457
557 477 9.814720
557 549 1.658331
557 558 1.487485
557 611 7.332706
557 645 9.047336
557 652 6.950247
557 797 1.260859
557 802 4.273448
557 804 5.544580
557 845 3.666135
557 892 2.394832
557 949 3.897726
557 1159 4.689487
557 1308 1.603901
557 1507 4.126676
557 1601 8.494276
557 1695 2.683970
557 2599 5.476369
557 2619 5.029239
557 2640 9.296852
557 2642 7.750122
557 2643 9.404285
557 2656 6.009972
557 2996 5.061502
557 3015 2.045929
557 3016 6.052780
557 3031 4.078480
557 3048 9.961548
557 3061 4.812023
557 3092 9.048089
557 3100 3.854795
557 3108 7.774161
557 3124 9.323432
557 3125 3.769826
557 3133 4.344971
557 3143 7.686315
557 3202 7.663449
557 3842 7.478446
557 3999 3.599129
557 4012 6.463011
557 4149 5.493514
557 4599 8.090388
557 4625 3.418351
557 5905 1.143391
558 72 8.545106
558 140 2.216251
558 180 9.067732
558 188 7.600865
558 203 4.488846
558 215 5.051298
558 233 7.773525
558 241 9.037219
558 267 8.426225
558 292 6.766084
558 299 3.851581
558 300 3.249934
558 314 8.459567
558 355 5.809446
558 416 5.465714
558 481 2.326887
558 499 7.913918
558 505 3.435295
558 549 2.432949
558 557 3.623836
558 566 2.665154
558 592 5.460201
558 593 4.365814
558 613 3.467457
558 633 6.656828
558 635 6.347421
558 652 9.990869
558 659 8.323580
558 666 9.301393
558 677 1.970213
558 724 8.788616
558 734 6.422063
558 794 8.152897
558 797 3.798503
558 925 9.715063
558 1162 7.512773
558 1185 7.909646
558 1307 9.067901
558 1315 1.780598
558 1338 4.511646
558 1393 5.665504
558 1458 1.097229
558 1555 3.200167
558 1656 9.259708
558 1667 1.303679
558 2111 5.668104
558 2276 8.931974
558 2599 5.311344
558 2603 4.402863
558 2642 8.821350
558 2643 5.578689
558 2650 7.105034
558 2664 7.652742
558 2669 5.069260
558 2686 2.805325
558 2706 3.419448
558 3030 9.476276
558 3032 7.149091
558 3104 2.542026
558 3133 2.407130
558 3157 4.395576
558 3174 3.204719
558 3178 9.784497
558 3179 9.797776
558 3192 3.181549
558 3230 9.508088
558 3371 7.335224
558 3475 5.299137
558 3999 3.373638
558 4174 2.473295
558 4307 8.404370
558 4625 1.653998
558 5795 1.642738
558 5852 9.967784
559 72 3.867648
559 74 7.752184
559 76 6.443179
559 136 3.345169
559 188 1.635079
559 255 6.226834
559 292 2.202784
559 312 4.685251
559 314 9.076562
559 426 2.845725
559 452 1.283391
559 458 6.671987
559 470 9.934961
559 471 8.914192
559 478 2.603026
559 479 2.655062
559 480 5.631928
559 506 8.554260
559 507 5.641532
559 508 5.354416
559 509 8.450854
559 510 2.634582
559 516 4.002808
559 520 5.859304
559 521 8.393397
559 522 2.912265
559 528 5.506468
559 530 6.971539
559 542 2.925714
559 550 7.959594
559 551 2.188592
559 554 1.776138
559 566 5.871447
559 575 3.784131
559 588 9.684120
559 592 1.464092
559 602 8.118239
559 613 8.815650
559 624 4.306928
559 625 1.838944
559 632 8.388550
559 636 9.945851
559 645 8.884488
559 653 8.305465
559 672 7.162326
559 684 1.773280
559 769 9.828499
559 771 5.401096
559 798 6.944710
559 799 7.066006
559 844 9.408052
559 1332 3.032175
559 1464 5.856001
559 1528 8.296398
559 1653 5.197847
559 1742 2.634273
559 3058 5.296491
559 3151 2.208989
559 3246 9.721303
559 3448 3.964250
559 3682 4.582735
559 4056 1.519466
559 4616 3.707405
559 5110 1.167668
559 5223 3.427116
559 5431 8.508048
559 5464 2.010412
559 5465 5.841148
559 5629 9.560021
559 5896 5.693732
559 5989 9.936234
559 6058 9.539969
559 6111 4.064203
559 7281 3.529523
559 7692 6.428965
560 76 1.585808
560 136 1.193036
560 177 9.662569
560 188 2.284682
560 215 4.810394
560 234 3.280403
560 281 1.011774
560 322 4.352273
560 353 6.911152
560 367 2.921553
560 400 7.044467
560 441 2.059612
560 444 5.832973
560 446 2.094676
560 448 7.383287
560 452 5.710467
560 470 4.161287
560 473 8.071602
560 479 9.371849
560 481 2.340755
560 492 1.771989
560 497 3.324751
560 499 6.933937
560 517 8.854100
560 519 4.217558
560 520 3.044157
560 536 7.574327
560 543 5.831732
560 544 7.915065
560 545 9.343779
560 546 4.682674
560 547 4.915077
560 550 6.149397
560 556 9.336337
560 582 8.665568
560 585 1.003980
560 591 9.605096
560 596 4.489778
560 599 7.865884
560 611 4.748206
560 629 5.467304
560 633 8.857675
560 644 9.464027
560 666 6.989335
560 681 4.131661
560 686 8.571454
560 689 8.031956
560 734 1.297252
560 742 4.712486
560 751 6.315361
560 752 2.983964
560 760 9.256825
560 768 5.393864
560 771 8.643223
560 792 7.658231
560 802 8.876410
560 804 5.863117
560 807 8.768882
560 813 1.816232
560 823 3.925955
560 837 8.477243
560 838 5.737278
560 851 9.048944
560 859 5.980446
560 861 8.712156
560 906 6.661610
560 924 2.277055
560 925 9.823777
560 1040 8.904423
560 1057 2.052136
560 1077 1.523354
560 1104 8.434574
560 1164 8.364739
560 1289 4.195882
560 1295 8.845685
560 1300 7.601727
560 1302 9.163823
560 1303 7.414550
560 1312 7.040171
560 1317 8.367839
560 1334 5.720409
560 1336 3.384368
560 1387 8.629759
560 1404 6.506336
560 1406 1.554629
560 1431 3.691221
560 1498 9.147802
560 1621 4.874807
560 1651 8.259573
560 1756 7.077758
560 1788 7.757843
560 2083 9.697406
560 2596 4.947420
560 2622 7.041233
560 2800 9.609184
560 3037 9.268091
560 3081 7.400062
560 3082 9.536797
560 3205 5.351197
560 3222 2.914580
560 3443 8.573237
560 3844 1.765960
560 4535 7.592136
560 4611 2.083274
560 5148 2.176677
560 6067 3.904413
560 6694 2.802451
560 6815 6.820957
560 7513 3.677302
560 7581 9.774338
561 76 7.728114
561 111 5.992560
561 136 4.713765
561 140 7.507297
561 174 6.984008
561 175 8.603670
561 188 7.680849
561 192 4.294817
561 241 7.232968
561 255 5.240793
561 293 2.405145
561 315 5.601352
561 354 3.937002
561 383 6.682481
561 454 3.555272
561 525 1.022803
561 562 6.643953
561 575 6.260865
561 652 6.308550
561 685 5.237639
561 734 5.379396
561 815 8.596902
561 1189 4.280959
561 1323 6.240346
561 1334 1.560959
561 1466 1.910579
561 1767 9.929169
561 2096 7.559466
561 2165 2.116644
561 2215 3.310786
561 2228 6.263164
561 2229 1.815886
561 2601 1.460562
561 2610 2.459847
561 2640 9.900011
561 2736 1.566207
561 2939 7.070955
561 3215 8.923331
561 3237 4.329643
561 3342 9.820049
561 3566 5.580559
561 3899 5.337504
561 4152 8.744907
561 4154 1.170886
561 4182 7.333692
561 4249 3.033106
561 4768 6.067503
562 72 3.812378
562 74 6.622110
562 75 5.388188
562 76 8.850440
562 106 3.325091
562 111 9.387630
562 131 4.978151
562 133 7.215249
562 134 2.661204
562 136 6.362630
562 140 2.878776
562 144 6.002223
562 146 7.920671
562 166 4.328013
562 174 9.308152
562 175 2.799748
562 185 8.861266
562 186 3.742370
562 188 7.685300
562 192 4.633316
562 195 5.833322
562 229 3.106971
562 233 4.417521
562 255 6.168266
562 273 9.004066
562 274 8.061448
562 280 2.671783
562 281 2.859368
562 300 1.869240
562 301 7.559356
562 315 4.571912
562 316 4.468243
562 344 5.130480
562 345 6.538033
562 364 5.206343
562 367 4.758995
562 400 5.332401
562 416 8.172113
562 417 8.193335
562 418 3.531303
562 442 8.126082
562 446 2.227073
562 448 9.883723
562 449 8.354030
562 450 9.542503
562 456 4.216217
562 462 5.447082
562 470 1.718740
562 473 4.010835
562 478 5.373368
562 484 1.253366
562 513 2.795482
562 519 8.054500
562 520 4.289139
562 525 2.225279
562 528 6.574922
562 539 3.964598
562 545 4.364671
562 547 7.115934
562 556 4.057580
562 561 3.908304
562 563 7.972514
562 572 2.722936
562 591 2.427984
562 593 8.587495
562 599 8.687533
562 614 8.628629
562 623 5.663004
562 642 4.576218
562 643 1.916819
562 645 4.907778
562 651 8.696354
562 652 4.813752
562 659 5.769454
562 663 2.700093
562 676 7.247283
562 677 4.520636
562 678 9.782493
562 681 7.206315
562 685 2.751611
562 687 1.441476
562 723 5.062700
562 724 6.541713
562 734 2.233184
562 766 6.420937
562 783 1.679586
562 802 8.740134
562 804 2.816149
562 815 2.777493
562 824 2.559929
562 861 2.386815
562 865 1.147101
562 878 7.499177
562 884 7.256906
562 889 9.495962
562 925 5.387708
562 943 1.411803
562 946 7.559076
562 949 6.169552
562 1040 6.854363
562 1050 4.899024
562 1051 6.421432
562 1057 7.462029
562 1061 9.217078
562 1077 3.159729
562 1233 3.712551
562 1288 2.197223
562 1289 8.324253
562 1291 1.364641
562 1293 8.705988
562 1294 1.409277
562 1298 5.108150
562 1303 9.081049
562 1305 4.639207
562 1307 8.180208
562 1311 6.632567
562 1326 9.010739
562 1331 5.538330
562 1332 1.170302
562 1334 3.124740
562 1340 4.878946
562 1371 2.737690
562 1387 9.027779
562 1392 7.082927
562 1419 3.991424
562 1425 4.914976
562 1439 1.922090
562 1465 3.592542
562 1466 9.120788
562 1491 7.646095
562 1507 5.256222
562 1546 5.518720
562 1552 8.091472
562 1559 5.899234
562 1657 2.432139
562 1665 3.275971
562 1668 8.017218
562 1672 6.707297
562 1682 5.296067
562 1683 4.251269
562 1686 6.206770
562 1703 4.967785
562 1728 8.080257
562 1767 6.888798
562 1768 8.924157
562 1771 9.619750
562 1797 2.313159
562 1842 4.557183
562 1935 9.293636
562 2091 3.030583
562 2165 5.937603
562 2215 2.822550
562 2229 9.267235
562 2234 5.602567
562 2601 2.287969
562 2728 6.761424
562 2734 1.797530
562 2736 9.035638
562 2744 3.731371
562 2749 6.272359
562 2773 6.965426
562 2912 4.002800
562 2939 7.750079
562 2977 2.565382
562 3035 3.869008
562 3067 4.130162
562 3075 9.640383
562 3115 2.070042
562 3143 9.133307
562 3215 8.991977
562 3999 2.487221
562 4149 4.327171
562 4166 1.417982
562 4167 3.767713
562 4169 4.386166
562 4170 8.345109
562 4173 2.910169
562 4187 5.546536
562 4188 7.459839
562 4197 6.829585
562 4198 5.088436
562 4203 3.113739
562 4218 2.294577
562 4224 3.072843
562 4305 8.457260
562 4800 5.420991
562 6803 9.042469
562 7617 1.627508
563 72 7.051513
563 76 1.867395
563 106 1.646547
563 111 2.815308
563 136 2.017184
563 140 6.907021
563 146 4.709597
563 175 6.215634
563 180 3.182776
563 188 9.213303
563 195 8.375250
563 233 1.046221
563 241 8.485767
563 255 4.100563
563 264 7.992841
563 265 9.569454
563 281 9.325377
563 292 5.640497
563 293 5.211947
563 299 9.595374
563 313 5.678989
563 314 2.358044
563 319 9.214774
563 335 5.632459
563 336 9.117648
563 353 2.117148
563 354 6.206754
563 370 1.560771
563 383 1.028903
563 416 7.970047
563 438 8.467952
563 444 4.580553
563 446 7.956317
563 448 4.187920
563 454 1.940815
563 457 7.840380
563 458 5.841635
563 478 2.852895
563 488 8.605783
563 499 5.299207
563 504 9.618985
563 508 2.833940
563 510 7.193583
563 520 1.652108
563 525 3.581524
563 526 2.201458
563 530 9.555719
563 539 7.850307
563 550 1.503609
563 556 2.905246
563 562 1.940768
563 564 2.680725
563 565 7.319587
563 575 5.996219
563 586 2.118520
563 587 6.024190
563 593 1.485469
563 642 5.355702
563 645 2.571009
563 652 5.922816
563 653 4.736704
563 681 3.177913
563 700 9.391820
563 704 4.701252
563 706 7.433108
563 709 3.028407
563 734 3.287878
563 798 2.253289
563 800 8.193491
563 803 3.746539
563 815 6.072556
563 852 9.520207
563 1049 1.819112
563 1076 8.770431
563 1161 7.285672
563 1164 7.055612
563 1191 1.505696
563 1297 5.256196
563 1330 8.011998
563 1373 1.223082
563 1395 2.525941
563 1761 6.218191
563 1764 5.805045
563 1771 9.578809
563 1823 4.864891
563 1935 4.496015
563 2115 3.463644
563 2263 7.470211
563 2272 3.425848
563 2509 7.235145
563 2572 8.921050
563 2603 1.971882
563 2606 2.305562
563 2643 1.052054
563 2651 8.010931
563 2668 8.749243
563 2703 3.504427
563 2705 3.355225
563 3038 4.096308
563 3114 9.216474
563 3115 9.708472
563 3144 4.484629
563 3237 7.937107
563 3245 9.090702
563 3246 7.446977
563 3724 3.146234
563 3911 6.997804
563 5702 5.257285
563 5729 2.115234
563 5733 3.941056
563 5823 4.763462
563 5824 6.889660
563 5825 9.587894
563 5903 6.325276
563 6793 8.039224
563 6813 6.181713
563 6814 1.899539
563 6825 1.753882
563 7544 4.559899
563 7607 5.240813
563 7631 9.304475
564 76 4.967747
564 89 3.997891
564 134 1.642887
564 136 5.902740
564 168 6.031630
564 171 5.317800
564 173 4.245134
564 175 1.137308
564 184 7.111724
564 188 2.514792
564 194 8.880147
564 195 9.427251
564 213 2.385850
564 215 6.610661
564 232 8.850205
564 240 7.114865
564 241 4.267353
564 250 8.139267
564 260 9.322557
564 292 1.106081
564 300 8.497031
564 308 2.945880
564 341 5.042839
564 353 9.429818
564 370 2.895194
564 372 7.816743
564 382 8.994974
564 400 6.162213
564 404 6.488278
564 416 9.025696
564 423 4.347531
564 430 4.859026
564 444 8.327347
564 452 4.374843
564 458 3.252568
564 470 7.883619
564 471 2.481880
564 472 8.468681
564 473 4.159171
564 477 6.655398
564 478 2.329482
564 480 1.094115
564 481 3.993553
564 491 2.337934
564 499 3.412429
564 516 5.961442
564 518 9.820114
564 519 2.029726
564 520 8.402608
564 521 5.560176
564 523 4.865020
564 527 8.529913
564 530 5.181035
564 539 3.398892
564 550 2.896215
564 551 6.139945
564 554 1.906271
564 563 6.580139
564 565 9.199452
564 566 6.279553
564 567 7.758751
564 575 7.233511
564 588 3.043764
564 606 1.289795
564 613 6.293303
564 620 7.490059
564 621 2.887437
564 624 6.446817
564 625 3.088745
564 635 2.122754
564 636 8.772161
564 653 6.056777
564 658 2.855078
564 664 3.163347
564 670 2.009180
564 672 8.640708
564 675 6.108115
564 688 2.156415
564 692 1.442867
564 694 4.692726
564 719 2.534139
564 752 8.212002
564 753 5.710269
564 798 2.622490
564 808 4.589762
564 811 1.431979
564 841 3.273871
564 842 3.458041
564 889 2.830370
564 890 1.158567
564 897 2.103106
564 917 2.128247
564 923 9.836686
564 1176 8.660793
564 1252 9.949350
564 1366 2.231923
564 1422 9.797128
564 1443 8.811483
564 1458 3.294324
564 1478 3.617686
564 1485 4.346806
564 1513 8.462613
564 1573 9.829409
564 1689 2.435350
564 1871 2.660875
564 2058 5.238969
564 2076 3.743218
564 2091 5.011015
564 2471 9.667406
564 2514 9.399053
564 2679 9.504064
564 2924 5.504444
564 2929 5.502033
564 2931 8.683255
564 2935 3.926085
564 2943 2.675025
564 2946 8.073684
564 2947 8.273810
564 2948 8.688404
564 2956 5.048171
564 2963 8.646414
564 2971 5.122656
564 2982 2.278136
564 2991 7.453670
564 2992 2.143116
564 2993 8.367702
564 3064 8.552217
564 3370 1.515452
564 4065 1.342228
564 4115 4.715484
564 4195 7.553067
564 4206 1.117246
564 4684 3.996476
564 4689 4.018252
564 4706 3.764958
564 4713 2.825263
564 5146 2.747053
564 5150 8.811249
564 5231 3.084242
564 5314 7.775375
564 5346 5.830830
564 5390 4.537995
564 5761 1.934645
564 5833 5.699621
564 5971 5.996532
564 6007 9.472954
564 6033 9.544178
564 6087 3.069709
564 6209 2.718010
564 6786 3.367210
564 7129 4.363012
564 7132 8.799415
564 7188 5.621639
564 7416 2.634046
564 7441 5.289465
564 7446 5.538830
564 7451 3.701189
564 7455 6.483294
564 7481 6.375842
564 7483 1.904518
564 7663 3.999726
564 7700 8.669791
564 7728 3.770612
564 7837 1.715602
564 7962 6.168803
564 7972 6.733515
564 7975 8.258658
564 7976 7.771343
565 72 2.342327
565 95 9.671371
565 111 6.982884
565 140 6.286305
565 146 8.647861
565 175 6.427738
565 177 8.751276
565 180 5.430035
565 188 4.008730
565 195 6.004593
565 228 9.962828
565 230 1.427893
565 233 7.080281
565 241 6.087904
565 265 9.197549
565 292 6.495121
565 293 2.771690
565 299 2.374455
565 300 3.178227
565 313 3.988251
565 335 8.494994
565 336 5.734320
565 347 5.740791
565 349 5.212034
565 383 9.220815
565 399 9.277693
565 400 4.149815
565 403 6.334471
565 416 6.294534
565 438 7.674368
565 444 7.533356
565 448 4.349285
565 458 5.644236
565 462 5.487163
565 471 5.288225
565 478 6.412138
565 488 7.412639
565 490 4.559130
565 492 2.367992
565 499 6.138723
565 504 7.462487
565 510 7.259685
565 520 3.976818
565 531 3.633000
565 536 5.168661
565 563 7.158216
565 564 7.887794
565 568 5.182409
565 577 2.515580
565 586 9.390488
565 593 9.318362
565 596 6.033856
565 652 2.496472
565 653 6.991326
565 680 7.455732
565 684 7.529095
565 692 4.434832
565 715 1.402660
565 716 3.409610
565 730 2.817816
565 734 2.542734
565 772 2.804411
565 787 4.684621
565 796 6.193508
565 801 9.525764
565 815 4.830342
565 816 1.986201
